"","ParameterLabel","Phenotype","Subset","Iteration","LearningRate","BoostRounds","Metric","Value"
"94","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,4,0.0025,100,"Pearson",0.245231059525812
"95","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,5,0.0025,100,"Pearson",0.261396710311909
"96","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,6,0.0025,100,"Pearson",0.250189496580294
"97","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,7,0.0025,100,"Pearson",0.233348490956413
"98","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,8,0.0025,100,"Pearson",0.268649079631328
"99","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,9,0.0025,100,"Pearson",0.272053332602883
"100","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",5,10,0.0025,100,"Pearson",0.241639819299508
"101","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,1,0.0025,100,"R_squared",-0.118259150899348
"102","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,2,0.0025,100,"R_squared",-0.120737142179386
"103","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,3,0.0025,100,"R_squared",-0.11638870777156
"104","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,4,0.0025,100,"R_squared",-0.119935506974095
"105","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,5,0.0025,100,"R_squared",-0.121452586242517
"106","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,6,0.0025,100,"R_squared",-0.116439757629435
"107","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,7,0.0025,100,"R_squared",-0.116390870305519
"108","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,8,0.0025,100,"R_squared",-0.119483361368963
"109","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,9,0.0025,100,"R_squared",-0.119480918964356
"110","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",1,10,0.0025,100,"R_squared",-0.118877019685758
"111","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,1,0.0025,100,"R_squared",-0.0762378915446
"112","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,2,0.0025,100,"R_squared",-0.0762105269528424
"113","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,3,0.0025,100,"R_squared",-0.0755386181723083
"114","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,4,0.0025,100,"R_squared",-0.0783177866515314
"115","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,5,0.0025,100,"R_squared",-0.076277665683584
"116","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,6,0.0025,100,"R_squared",-0.0760204396968835
"117","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,7,0.0025,100,"R_squared",-0.0807952871213526
"118","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,8,0.0025,100,"R_squared",-0.0752707336422187
"119","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,9,0.0025,100,"R_squared",-0.0746700298514784
"120","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",2,10,0.0025,100,"R_squared",-0.0772464142703224
"121","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,1,0.0025,100,"R_squared",-0.258263164623137
"122","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,2,0.0025,100,"R_squared",-0.262245294992864
"123","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,3,0.0025,100,"R_squared",-0.255294204223233
"124","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,4,0.0025,100,"R_squared",-0.259786721097993
"125","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,5,0.0025,100,"R_squared",-0.258071856592382
"126","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,6,0.0025,100,"R_squared",-0.256036985134467
"127","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,7,0.0025,100,"R_squared",-0.2622122727851
"128","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,8,0.0025,100,"R_squared",-0.257967947867029
"129","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,9,0.0025,100,"R_squared",-0.256887344605148
"130","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",3,10,0.0025,100,"R_squared",-0.256961394491559
"131","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,1,0.0025,100,"R_squared",-0.123473046467832
"132","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,2,0.0025,100,"R_squared",-0.125528513920165
"133","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,3,0.0025,100,"R_squared",-0.126643200904286
"134","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,4,0.0025,100,"R_squared",-0.126225158129777
"135","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,5,0.0025,100,"R_squared",-0.126207793696265
"136","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,6,0.0025,100,"R_squared",-0.12568212757764
"137","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,7,0.0025,100,"R_squared",-0.122402190699907
"138","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,8,0.0025,100,"R_squared",-0.123107918270907
"139","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,9,0.0025,100,"R_squared",-0.125278721671277
"140","GBM_Model_1_eta_0.0025_ntrees_100","HET_1",4,10,0.0025,100,"R_squared",-0.126485578945219
