"","ParameterLabel","Phenotype","Subset","Iteration","LearningRate","BoostRounds","Metric","Value"
"154","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,4,0.0025,100,"MSE",0.564106528206703
"155","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,5,0.0025,100,"MSE",0.564621779404038
"156","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,6,0.0025,100,"MSE",0.565636890433875
"157","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,7,0.0025,100,"MSE",0.565201415433316
"158","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,8,0.0025,100,"MSE",0.564307364879137
"159","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,9,0.0025,100,"MSE",0.563644879523763
"160","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,10,0.0025,100,"MSE",0.564810317254234
"161","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,1,0.0025,100,"MSE",0.563086528487047
"162","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,2,0.0025,100,"MSE",0.562506273098856
"163","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,3,0.0025,100,"MSE",0.562308869891179
"164","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,4,0.0025,100,"MSE",0.562441361208612
"165","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,5,0.0025,100,"MSE",0.561850627036665
"166","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,6,0.0025,100,"MSE",0.563034284559972
"167","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,7,0.0025,100,"MSE",0.562315140266032
"168","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,8,0.0025,100,"MSE",0.562051956073432
"169","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,9,0.0025,100,"MSE",0.562002933494448
"170","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",2,10,0.0025,100,"MSE",0.561814787266296
"171","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",3,1,0.0025,100,"MSE",0.534127570539566
"172","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",3,2,0.0025,100,"MSE",0.532731634310117
"173","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",3,3,0.0025,100,"MSE",0.533335853964748
"174","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",3,4,0.0025,100,"MSE",0.533564255173398
"175","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",3,5,0.0025,100,"MSE",0.534025359428405
"176","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",3,6,0.0025,100,"MSE",0.533747005087752
"177","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",3,7,0.0025,100,"MSE",0.533136086068521
"178","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",3,8,0.0025,100,"MSE",0.533475176837208
"179","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",3,9,0.0025,100,"MSE",0.533754559102975
"180","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",3,10,0.0025,100,"MSE",0.534201345409993
"181","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",4,1,0.0025,100,"MSE",0.415945177130598
"182","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",4,2,0.0025,100,"MSE",0.414823774157979
"183","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",4,3,0.0025,100,"MSE",0.415395193113164
"184","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",4,4,0.0025,100,"MSE",0.4164378917919
"185","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",4,5,0.0025,100,"MSE",0.415515479813403
"186","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",4,6,0.0025,100,"MSE",0.415134665064315
"187","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",4,7,0.0025,100,"MSE",0.415718541927956
"188","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",4,8,0.0025,100,"MSE",0.415973738469445
"189","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",4,9,0.0025,100,"MSE",0.414433017459642
"190","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",4,10,0.0025,100,"MSE",0.415098617360516
"191","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",5,1,0.0025,100,"MSE",0.442271977652479
"192","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",5,2,0.0025,100,"MSE",0.442418901961563
"193","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",5,3,0.0025,100,"MSE",0.442557476625655
"194","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",5,4,0.0025,100,"MSE",0.441881334050726
"195","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",5,5,0.0025,100,"MSE",0.442618620876626
"196","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",5,6,0.0025,100,"MSE",0.442199740201378
"197","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",5,7,0.0025,100,"MSE",0.442690808990481
"198","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",5,8,0.0025,100,"MSE",0.441851100194845
"199","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",5,9,0.0025,100,"MSE",0.442580264584994
"200","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",5,10,0.0025,100,"MSE",0.442588626710077
"201","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,1,0.0025,100,"Sensitivity",0
"202","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,1,0.0025,100,"Specificity",1
"203","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,1,0.0025,100,"AUC",0.467567567567568
"204","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,2,0.0025,100,"Sensitivity",0
"205","GBM_Model_1_eta_0.0025_ntrees_100","GY_1",1,2,0.0025,100,"Specificity",1
