"","ParameterLabel","Phenotype","Subset","Iteration","LearningRate","BoostRounds","Metric","Value"
"200","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",5,10,0.0025,100,"MSE",16.8140237792028
"201","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,1,0.0025,100,"Sensitivity",0
"202","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,1,0.0025,100,"Specificity",1
"203","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,1,0.0025,100,"AUC",0.355135135135135
"204","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,2,0.0025,100,"Sensitivity",0
"205","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,2,0.0025,100,"Specificity",1
"206","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,2,0.0025,100,"AUC",0.331891891891892
"207","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,3,0.0025,100,"Sensitivity",0
"208","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,3,0.0025,100,"Specificity",1
"209","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,3,0.0025,100,"AUC",0.32972972972973
"210","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,4,0.0025,100,"Sensitivity",0
"211","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,4,0.0025,100,"Specificity",1
"212","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,4,0.0025,100,"AUC",0.334054054054054
"213","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,5,0.0025,100,"Sensitivity",0
"214","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,5,0.0025,100,"Specificity",1
"215","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,5,0.0025,100,"AUC",0.304324324324324
"216","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,6,0.0025,100,"Sensitivity",0
"217","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,6,0.0025,100,"Specificity",1
"218","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,6,0.0025,100,"AUC",0.32972972972973
"219","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,7,0.0025,100,"Sensitivity",0
"220","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,7,0.0025,100,"Specificity",1
"221","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,7,0.0025,100,"AUC",0.353513513513514
"222","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,8,0.0025,100,"Sensitivity",0
"223","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,8,0.0025,100,"Specificity",1
"224","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,8,0.0025,100,"AUC",0.315675675675676
"225","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,9,0.0025,100,"Sensitivity",0
"226","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,9,0.0025,100,"Specificity",1
"227","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,9,0.0025,100,"AUC",0.359459459459459
"228","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,10,0.0025,100,"Sensitivity",0
"229","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,10,0.0025,100,"Specificity",1
"230","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",1,10,0.0025,100,"AUC",0.335675675675676
"231","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",2,1,0.0025,100,"Sensitivity",0
"232","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",2,1,0.0025,100,"Specificity",1
"233","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",2,1,0.0025,100,"AUC",0.372432432432432
"234","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",2,2,0.0025,100,"Sensitivity",0
"235","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",2,2,0.0025,100,"Specificity",1
"236","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",2,2,0.0025,100,"AUC",0.388108108108108
"237","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",2,3,0.0025,100,"Sensitivity",0
"238","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",2,3,0.0025,100,"Specificity",1
"239","GBM_Model_1_eta_0.0025_ntrees_100","TGW_1",2,3,0.0025,100,"AUC",0.368108108108108
