"model_number","subset","iteration","eta","nround","correlation"
"10",3,6,0.121,1080,0.99609798771323
"10",3,7,0.121,1080,0.996105220711615
"10",3,8,0.121,1080,0.996180405826409
"10",3,9,0.121,1080,0.995649922497471
"10",3,10,0.121,1080,0.995155413818396
"10",4,1,0.121,1080,0.994868568329803
"10",4,2,0.121,1080,0.995062526891765
"10",4,3,0.121,1080,0.994541370323902
"10",4,4,0.121,1080,0.995151797319203
"10",4,5,0.121,1080,0.994929668131952
"10",4,6,0.121,1080,0.995120581220909
"10",4,7,0.121,1080,0.99449930472803
"10",4,8,0.121,1080,0.995335667751838
"10",4,9,0.121,1080,0.994744084620751
"10",4,10,0.121,1080,0.994252431072619
"10",5,1,0.121,1080,0.996153757937621
"10",5,2,0.121,1080,0.995209851648348
"10",5,3,0.121,1080,0.995365551455693
"10",5,4,0.121,1080,0.995829224720599
"10",5,5,0.121,1080,0.995721110428946
"10",5,6,0.121,1080,0.995595294325456
"10",5,7,0.121,1080,0.995528674603487
"10",5,8,0.121,1080,0.99591659172741
"10",5,9,0.121,1080,0.995318917650315
"10",5,10,0.121,1080,0.995824275826967
"11",1,1,0.1605,1080,0.997908711756354
"11",1,2,0.1605,1080,0.998143213177686
"11",1,3,0.1605,1080,0.997782324626675
"11",1,4,0.1605,1080,0.998071454220022
"11",1,5,0.1605,1080,0.997700096855559
"11",1,6,0.1605,1080,0.998079258244595
"11",1,7,0.1605,1080,0.998394464700541
"11",1,8,0.1605,1080,0.99819022766719
"11",1,9,0.1605,1080,0.997968098479938
"11",1,10,0.1605,1080,0.997725983376095
"11",2,1,0.1605,1080,0.998496488046185
"11",2,2,0.1605,1080,0.998587090868064
"11",2,3,0.1605,1080,0.998201077164767
"11",2,4,0.1605,1080,0.998542550825376
"11",2,5,0.1605,1080,0.998306336325479
"11",2,6,0.1605,1080,0.998452328687623
"11",2,7,0.1605,1080,0.998581190264118
"11",2,8,0.1605,1080,0.998430249008342
"11",2,9,0.1605,1080,0.998192702114006
"11",2,10,0.1605,1080,0.998494013599369
"11",3,1,0.1605,1080,0.998461465106636
"11",3,2,0.1605,1080,0.998224298896425
"11",3,3,0.1605,1080,0.998110664684952
"11",3,4,0.1605,1080,0.998116565288898
"11",3,5,0.1605,1080,0.998414260275069
"11",3,6,0.1605,1080,0.998225631290865
"11",3,7,0.1605,1080,0.99836343894431
"11",3,8,0.1605,1080,0.998122846576969
"11",3,9,0.1605,1080,0.998394464700541
"11",3,10,0.1605,1080,0.998372194679197
"11",4,1,0.1605,1080,0.99827892706844
"11",4,2,0.1605,1080,0.997993033290161
"11",4,3,0.1605,1080,0.997976092846574
"11",4,4,0.1605,1080,0.997860555214473
"11",4,5,0.1605,1080,0.997907950388103
"11",4,6,0.1605,1080,0.997710375326948
"11",4,7,0.1605,1080,0.997880731473127
"11",4,8,0.1605,1080,0.998302339142161
"11",4,9,0.1605,1080,0.997750156818067
"11",4,10,0.1605,1080,0.997745398266498
"11",5,1,0.1605,1080,0.998075832087465
"11",5,2,0.1605,1080,0.998328225662697
"11",5,3,0.1605,1080,0.997815063461471
"11",5,4,0.1605,1080,0.998332222846015
"11",5,5,0.1605,1080,0.998374288441887
"11",5,6,0.1605,1080,0.998178997485486
"11",5,7,0.1605,1080,0.998352970130857
"11",5,8,0.1605,1080,0.998084016796164
"11",5,9,0.1605,1080,0.99827892706844
"11",5,10,0.1605,1080,0.998481070339101
"12",1,1,0.2,1080,0.999138131139781
"12",1,2,0.2,1080,0.999273845030535
"12",1,3,0.2,1080,0.999215600359328
"12",1,4,0.2,1080,0.999196946837176
"12",1,5,0.2,1080,0.999143270375475
"12",1,6,0.2,1080,0.999134324298525
"12",1,7,0.2,1080,0.999110531540679
"12",1,8,0.2,1080,0.999233682855291
"12",1,9,0.2,1080,0.999217503779955
"12",1,10,0.2,1080,0.999029826506065
"12",2,1,0.2,1080,0.999349410829455
"12",2,2,0.2,1080,0.999471610433753
"12",2,3,0.2,1080,0.999318385073223
"12",2,4,0.2,1080,0.999292117868561
"12",2,5,0.2,1080,0.999242438590178
"12",2,6,0.2,1080,0.999326760123985
"12",2,7,0.2,1080,0.999416791919675
"12",2,8,0.2,1080,0.999442488098149
"12",2,9,0.2,1080,0.999303348050264
"12",2,10,0.2,1080,0.999268896136903
"12",3,1,0.2,1080,0.999280126318607
"12",3,2,0.2,1080,0.9992755581091
"12",3,3,0.2,1080,0.999248339194124
"12",3,4,0.2,1080,0.999223404383901
"12",3,5,0.2,1080,0.999463235382991
"12",3,6,0.2,1080,0.999206463940315
"12",3,7,0.2,1080,0.999182480840406
"12",3,8,0.2,1080,0.999259569375827
"12",3,9,0.2,1080,0.999241106195739
"12",3,10,0.2,1080,0.999250052272689
"12",4,1,0.2,1080,0.99922816293547
"12",4,2,0.2,1080,0.999138131139781
"12",4,3,0.2,1080,0.999287359316992
"12",4,4,0.2,1080,0.999036107794136
"12",4,5,0.2,1080,0.999097968964536
"12",4,6,0.2,1080,0.999115099750186
"12",4,7,0.2,1080,0.999265469979773
"12",4,8,0.2,1080,0.999152216452426
"12",4,9,0.2,1080,0.999142699349287
"12",4,10,0.2,1080,0.998919618451721
"12",5,1,0.2,1080,0.999248529536187
"12",5,2,0.2,1080,0.99924053516955
"12",5,3,0.2,1080,0.999227972593408
"12",5,4,0.2,1080,0.999240915853676
"12",5,5,0.2,1080,0.999179245025339
"12",5,6,0.2,1080,0.999209890097445
"12",5,7,0.2,1080,0.999368445035731
"12",5,8,0.2,1080,0.999222071989462
"12",5,9,0.2,1080,0.999198850257804
"12",5,10,0.2,1080,0.999323714650981
"13",1,1,0.0025,2060,0.744705421389251
"13",1,2,0.0025,2060,0.74489500208377
"13",1,3,0.0025,2060,0.739451980456819
"13",1,4,0.0025,2060,0.740503239669494
"13",1,5,0.0025,2060,0.740183655346104
"13",1,6,0.0025,2060,0.742660957293047
"13",1,7,0.0025,2060,0.746997520509119
"13",1,8,0.0025,2060,0.739246411029028
"13",1,9,0.0025,2060,0.74321104585445
"13",1,10,0.0025,2060,0.738782166737934
"13",2,1,0.0025,2060,0.75915162258519
"13",2,2,0.0025,2060,0.76291887269152
"13",2,3,0.0025,2060,0.760761916436218
"13",2,4,0.0025,2060,0.756673939954122
"13",2,5,0.0025,2060,0.757613658718014
"13",2,6,0.0025,2060,0.762966648549275
"13",2,7,0.0025,2060,0.761399372004432
"13",2,8,0.0025,2060,0.759731594850448
"13",2,9,0.0025,2060,0.75646075684382
"13",2,10,0.0025,2060,0.759540491419427
"13",3,1,0.0025,2060,0.754209581267448
"13",3,2,0.0025,2060,0.756111669500701
"13",3,3,0.0025,2060,0.753817857302269
"13",3,4,0.0025,2060,0.758283472436899
"13",3,5,0.0025,2060,0.750477354100668
"13",3,6,0.0025,2060,0.756337415187146
"13",3,7,0.0025,2060,0.758635224568897
"13",3,8,0.0025,2060,0.756048095251736
"13",3,9,0.0025,2060,0.755640001869159
"13",3,10,0.0025,2060,0.758501985124958
"13",4,1,0.0025,2060,0.744883010533815
"13",4,2,0.0025,2060,0.740574046916844
"13",4,3,0.0025,2060,0.743625610867161
"13",4,4,0.0025,2060,0.74696249756957
"13",4,5,0.0025,2060,0.744165801641301
"13",4,6,0.0025,2060,0.749384981002435
"13",4,7,0.0025,2060,0.743208761749697
"13",4,8,0.0025,2060,0.749858171370479
"13",4,9,0.0025,2060,0.749545820045475
"13",4,10,0.0025,2060,0.745973860895546
"13",5,1,0.0025,2060,0.759770424631253
"13",5,2,0.0025,2060,0.754416483089678
"13",5,3,0.0025,2060,0.754772993773245
"13",5,4,0.0025,2060,0.754830667418264
"13",5,5,0.0025,2060,0.75366672570443
"13",5,6,0.0025,2060,0.755531697235443
"13",5,7,0.0025,2060,0.758832989972114
"13",5,8,0.0025,2060,0.75376570357707
"13",5,9,0.0025,2060,0.758087800796372
"13",5,10,0.0025,2060,0.76056548342744
"14",1,1,0.042,2060,0.985509449103437
"14",1,2,0.042,2060,0.986448406499078
"14",1,3,0.042,2060,0.987134018609172
"14",1,4,0.042,2060,0.987066447176889
"14",1,5,0.042,2060,0.985508878077248
"14",1,6,0.042,2060,0.985873763811577
"14",1,7,0.042,2060,0.985650492571948
"14",1,8,0.042,2060,0.986180975900887
"14",1,9,0.042,2060,0.985664768226656
"14",1,10,0.042,2060,0.98512686155727
"14",2,1,0.042,2060,0.989973731843627
"14",2,2,0.042,2060,0.989549459385715
"14",2,3,0.042,2060,0.989902924596277
"14",2,4,0.042,2060,0.989803375697449
"14",2,5,0.042,2060,0.989249099610665
"14",2,6,0.042,2060,0.988499532567479
"14",2,7,0.042,2060,0.989802614329198
"14",2,8,0.042,2060,0.989764355574581
"14",2,9,0.042,2060,0.989387097606173
"14",2,10,0.042,2060,0.989249860978916
"14",3,1,0.042,2060,0.988417304796363
"14",3,2,0.042,2060,0.987914421066527
"14",3,3,0.042,2060,0.987283817812572
"14",3,4,0.042,2060,0.987862267341328
"14",3,5,0.042,2060,0.987673828699186
"14",3,6,0.042,2060,0.987164663681278
"14",3,7,0.042,2060,0.98785827015801
"14",3,8,0.042,2060,0.988262747041394
"14",3,9,0.042,2060,0.987893102755496
"14",3,10,0.042,2060,0.98764660978421
"14",4,1,0.042,2060,0.986851931672148
"14",4,2,0.042,2060,0.986967659646312
"14",4,3,0.042,2060,0.986478290202932
"14",4,4,0.042,2060,0.98655652079073
"14",4,5,0.042,2060,0.98602451472529
"14",4,6,0.042,2060,0.985980355366728
"14",4,7,0.042,2060,0.987063021019759
"14",4,8,0.042,2060,0.987050648785679
"14",4,9,0.042,2060,0.987066447176889
"14",4,10,0.042,2060,0.986585262442209
"14",5,1,0.042,2060,0.98891542997463
"14",5,2,0.042,2060,0.988293582455563
"14",5,3,0.042,2060,0.987846659292181
"14",5,4,0.042,2060,0.98830367058489
"14",5,5,0.042,2060,0.988510762749183
"14",5,6,0.042,2060,0.988366293123541
"14",5,7,0.042,2060,0.987928696721234
"14",5,8,0.042,2060,0.988283494326236
"14",5,9,0.042,2060,0.987902048832446
"14",5,10,0.042,2060,0.988277784064353
"15",1,1,0.0815,2060,0.99794830290541
"15",1,2,0.0815,2060,0.997898052600839
"15",1,3,0.0815,2060,0.998087442953294
"15",1,4,0.0815,2060,0.9978885354977
"15",1,5,0.0815,2060,0.998024059046392
"15",1,6,0.0815,2060,0.997964291638682
"15",1,7,0.0815,2060,0.997775281970352
"15",1,8,0.0815,2060,0.997962578560117
"15",1,9,0.0815,2060,0.997945257432405
"15",1,10,0.0815,2060,0.997862648977164
"15",2,1,0.0815,2060,0.998567485635598
"15",2,2,0.0815,2060,0.998501817623943
"15",2,3,0.0815,2060,0.998470791867712
"15",2,4,0.0815,2060,0.998658088457477
"15",2,5,0.0815,2060,0.998373146389511
"15",2,6,0.0815,2060,0.998357919024489
"15",2,7,0.0815,2060,0.998568437345912
"15",2,8,0.0815,2060,0.998557397506272
"15",2,9,0.0815,2060,0.998416734721885
"15",2,10,0.0815,2060,0.998626301332994
"15",3,1,0.0815,2060,0.998129889233292
"15",3,2,0.0815,2060,0.998406646592558
"15",3,3,0.0815,2060,0.998126653418225
"15",3,4,0.0815,2060,0.998306717009604
"15",3,5,0.0815,2060,0.998286921435076
"15",3,6,0.0815,2060,0.998324038137316
"15",3,7,0.0815,2060,0.998129698891229
"15",3,8,0.0815,2060,0.998391228885474
"15",3,9,0.0815,2060,0.998231151210685
"15",3,10,0.0815,2060,0.998331651819827
"15",4,1,0.0815,2060,0.998085349190604
"15",4,2,0.0815,2060,0.998204312979834
"15",4,3,0.0815,2060,0.997887964471512
"15",4,4,0.0815,2060,0.997985990633838
"15",4,5,0.0815,2060,0.997791651387751
"15",4,6,0.0815,2060,0.998067647378766
"15",4,7,0.0815,2060,0.997935359645141
"15",4,8,0.0815,2060,0.998083826454102
"15",4,9,0.0815,2060,0.997716466272957
"15",4,10,0.0815,2060,0.997829148774116
"15",5,1,0.0815,2060,0.998535698511116
"15",5,2,0.0815,2060,0.998167957645846
"15",5,3,0.0815,2060,0.9980383347011
"15",5,4,0.0815,2060,0.998404743171931
"15",5,5,0.0815,2060,0.998250946785213
"15",5,6,0.0815,2060,0.998275881595436
"15",5,7,0.0815,2060,0.998246568917769
"15",5,8,0.0815,2060,0.998231912578936
"15",5,9,0.0815,2060,0.998152920622887
"15",5,10,0.0815,2060,0.99829472545965
"16",1,1,0.121,2060,0.999606943640381
"16",1,2,0.121,2060,0.999662904206836
"16",1,3,0.121,2060,0.999592096959485
"16",1,4,0.121,2060,0.999646915473563
"16",1,5,0.121,2060,0.999652054709258
"16",1,6,0.121,2060,0.999637017686299
"16",1,7,0.121,2060,0.999633210845044
"16",1,8,0.121,2060,0.999683461149615
"16",1,9,0.121,2060,0.999645963763249
"16",1,10,0.121,2060,0.999641776237868
"16",2,1,0.121,2060,0.999632449476793
"16",2,2,0.121,2060,0.99968936175356
"16",2,3,0.121,2060,0.999673753704413
"16",2,4,0.121,2060,0.999706682881273
"16",2,5,0.121,2060,0.99964463136881
"16",2,6,0.121,2060,0.999692026542439
"16",2,7,0.121,2060,0.999732188717684
"16",2,8,0.121,2060,0.999729143244679
"16",2,9,0.121,2060,0.999721719904231
"16",2,10,0.121,2060,0.999717342036788
"16",3,1,0.121,2060,0.999665188311589
"16",3,2,0.121,2060,0.999669756521095
"16",3,3,0.121,2060,0.999641395553743
"16",3,4,0.121,2060,0.9996646172854
"16",3,5,0.121,2060,0.999681177044861
"16",3,6,0.121,2060,0.999695072015444
"16",3,7,0.121,2060,0.999710489722528
"16",3,8,0.121,2060,0.999722671614545
"16",3,9,0.121,2060,0.999656051892576
"16",3,10,0.121,2060,0.999618744848273
"16",4,1,0.121,2060,0.999645012052935
"16",4,2,0.121,2060,0.999636827344236
"16",4,3,0.121,2060,0.999574395147648
"16",4,4,0.121,2060,0.999584292934912
"16",4,5,0.121,2060,0.99968384183374
"16",4,6,0.121,2060,0.999630736398228
"16",4,7,0.121,2060,0.999542798365228
"16",4,8,0.121,2060,0.999661571812396
"16",4,9,0.121,2060,0.999598949273745
"16",4,10,0.121,2060,0.999527380658144
"16",5,1,0.121,2060,0.999732379059746
"16",5,2,0.121,2060,0.99967489575679
"16",5,3,0.121,2060,0.999645012052935
"16",5,4,0.121,2060,0.999655480866388
"16",5,5,0.121,2060,0.999670517889346
"16",5,6,0.121,2060,0.999704969802708
"16",5,7,0.121,2060,0.999679844650422
"16",5,8,0.121,2060,0.99965700360289
"16",5,9,0.121,2060,0.999713915879658
"16",5,10,0.121,2060,0.999693549278941
"17",1,1,0.1605,2060,0.999904257942427
"17",1,2,0.1605,2060,0.99990996820431
"17",1,3,0.1605,2060,0.99989759597023
"17",1,4,0.1605,2060,0.999900831785297
"17",1,5,0.1605,2060,0.999897215286105
"17",1,6,0.1605,2060,0.99991130059875
"17",1,7,0.1605,2060,0.999920056333637
"17",1,8,0.1605,2060,0.999907303415431
"17",1,9,0.1605,2060,0.999918533597135
"17",1,10,0.1605,2060,0.999900641443235
"17",2,1,0.1605,2060,0.99992367283283
"17",2,2,0.1605,2060,0.999924624543143
"17",2,3,0.1605,2060,0.999920437017762
"17",2,4,0.1605,2060,0.99992786035821
"17",2,5,0.1605,2060,0.999915297782068
"17",2,6,0.1605,2060,0.999915297782068
"17",2,7,0.1605,2060,0.999927670016148
"17",2,8,0.1605,2060,0.999927289332022
"17",2,9,0.1605,2060,0.999914155729691
"17",2,10,0.1605,2060,0.999931667199466
"17",3,1,0.1605,2060,0.999916439834444
"17",3,2,0.1605,2060,0.999918723939198
"17",3,3,0.1605,2060,0.999930905831215
"17",3,4,0.1605,2060,0.999913775045566
"17",3,5,0.1605,2060,0.999932047883591
"17",3,6,0.1605,2060,0.999907493757494
"17",3,7,0.1605,2060,0.999917391544758
"17",3,8,0.1605,2060,0.999912632993189
"17",3,9,0.1605,2060,0.999906161363055
"17",3,10,0.1605,2060,0.999903877258302
"17",4,1,0.1605,2060,0.999916630176507
"17",4,2,0.1605,2060,0.999913965387628
"17",4,3,0.1605,2060,0.999910348888436
"17",4,4,0.1605,2060,0.999893598786912
"17",4,5,0.1605,2060,0.99990996820431
"17",4,6,0.1605,2060,0.9998941698131
"17",4,7,0.1605,2060,0.999901593153548
"17",4,8,0.1605,2060,0.999907303415431
"17",4,9,0.1605,2060,0.999893408444849
"17",4,10,0.1605,2060,0.99991130059875
"17",5,1,0.1605,2060,0.999903686916239
"17",5,2,0.1605,2060,0.999911110256687
"17",5,3,0.1605,2060,0.999902164179737
"17",5,4,0.1605,2060,0.99992786035821
"17",5,5,0.1605,2060,0.999926147279646
"17",5,6,0.1605,2060,0.999923292148704
"17",5,7,0.1605,2060,0.999919675649511
"17",5,8,0.1605,2060,0.999920437017762
"17",5,9,0.1605,2060,0.999923482490767
"17",5,10,0.1605,2060,0.9999202466757
"18",1,1,0.2,2060,0.999967261165204
"18",1,2,0.2,2060,0.999976778268342
"18",1,3,0.2,2060,0.999971068006459
"18",1,4,0.2,2060,0.999968783901706
"18",1,5,0.2,2060,0.999963263981886
"18",1,6,0.2,2060,0.999965548086639
"18",1,7,0.2,2060,0.999973542453275
"18",1,8,0.2,2060,0.99996840321758
"18",1,9,0.2,2060,0.999963263981886
"18",1,10,0.2,2060,0.999961550903321
"18",2,1,0.2,2060,0.99996973561202
"18",2,2,0.2,2060,0.999975826558028
"18",2,3,0.2,2060,0.999977920320719
"18",2,4,0.2,2060,0.999974303821526
"18",2,5,0.2,2060,0.999971448690585
"18",2,6,0.2,2060,0.999977729978656
"18",2,7,0.2,2060,0.999980965793723
"18",2,8,0.2,2060,0.999978872031033
"18",2,9,0.2,2060,0.999973542453275
"18",2,10,0.2,2060,0.999968783901706
"18",3,1,0.2,2060,0.999973923137401
"18",3,2,0.2,2060,0.999970687322334
"18",3,3,0.2,2060,0.999980585109598
"18",3,4,0.2,2060,0.999973732795338
"18",3,5,0.2,2060,0.999979252715158
"18",3,6,0.2,2060,0.999972019716773
"18",3,7,0.2,2060,0.99997182937471
"18",3,8,0.2,2060,0.999973923137401
"18",3,9,0.2,2060,0.999971448690585
"18",3,10,0.2,2060,0.999976397584217
"18",4,1,0.2,2060,0.999972400400899
"18",4,2,0.2,2060,0.999973732795338
"18",4,3,0.2,2060,0.999975445873903
"18",4,4,0.2,2060,0.999967261165204
"18",4,5,0.2,2060,0.999968593559643
"18",4,6,0.2,2060,0.999969354927894
"18",4,7,0.2,2060,0.999968593559643
"18",4,8,0.2,2060,0.999967641849329
"18",4,9,0.2,2060,0.99996630945489
"18",4,10,0.2,2060,0.999960408850944
"18",5,1,0.2,2060,0.999980014083409
"18",5,2,0.2,2060,0.999975636215966
"18",5,3,0.2,2060,0.999977349294531
"18",5,4,0.2,2060,0.999976016900091
"18",5,5,0.2,2060,0.999970687322334
"18",5,6,0.2,2060,0.999971448690585
"18",5,7,0.2,2060,0.999972971427087
"18",5,8,0.2,2060,0.999970306638208
"18",5,9,0.2,2060,0.999972971427087
"18",5,10,0.2,2060,0.999978301004844
"19",1,1,0.0025,3040,0.789809828293377
"19",1,2,0.0025,3040,0.789864646807454
"19",1,3,0.0025,3040,0.786465327908458
"19",1,4,0.0025,3040,0.787630411674668
"19",1,5,0.0025,3040,0.791294877067103
"19",1,6,0.0025,3040,0.788024229402538
"19",1,7,0.0025,3040,0.79516434086114
"19",1,8,0.0025,3040,0.790027769955248
"19",1,9,0.0025,3040,0.78291678083225
"19",1,10,0.0025,3040,0.790982145057973
"19",2,1,0.0025,3040,0.806140035226606
"19",2,2,0.0025,3040,0.807986733919593
"19",2,3,0.0025,3040,0.808196871556891
"19",2,4,0.0025,3040,0.804867217852867
"19",2,5,0.0025,3040,0.807519634497557
"19",2,6,0.0025,3040,0.809252698979072
"19",2,7,0.0025,3040,0.808507129119204
"19",2,8,0.0025,3040,0.808012239756004
"19",2,9,0.0025,3040,0.803335535273763
"19",2,10,0.0025,3040,0.807006281954269
"19",3,1,0.0025,3040,0.798894664607292
"19",3,2,0.0025,3040,0.801675181460226
"19",3,3,0.0025,3040,0.801137084448777
"19",3,4,0.0025,3040,0.80463576190454
"19",3,5,0.0025,3040,0.797463672979393
"19",3,6,0.0025,3040,0.805621162763496
"19",3,7,0.0025,3040,0.805428917280099
"19",3,8,0.0025,3040,0.803756762258671
"19",3,9,0.0025,3040,0.804650989269561
"19",3,10,0.0025,3040,0.803100653168305
"19",4,1,0.0025,3040,0.793851170970094
"19",4,2,0.0025,3040,0.790637816266423
"19",4,3,0.0025,3040,0.792751184189351
"19",4,4,0.0025,3040,0.792538952789363
"19",4,5,0.0025,3040,0.789685534926388
"19",4,6,0.0025,3040,0.793281667518289
"19",4,7,0.0025,3040,0.792408949160492
"19",4,8,0.0025,3040,0.792906122628445
"19",4,9,0.0025,3040,0.792925918202973
"19",4,10,0.0025,3040,0.789236518000316
"19",5,1,0.0025,3040,0.799829434477552
"19",5,2,0.0025,3040,0.801503492919608
"19",5,3,0.0025,3040,0.800032339116465
"19",5,4,0.0025,3040,0.798195918894866
"19",5,5,0.0025,3040,0.799335116140541
"19",5,6,0.0025,3040,0.797302833936353
"19",5,7,0.0025,3040,0.80365150309796
"19",5,8,0.0025,3040,0.799336829219106
"19",5,9,0.0025,3040,0.800660467923603
"19",5,10,0.0025,3040,0.806602376097072
"2",1,1,0.042,100,0.691979337607718
"2",1,2,0.042,100,0.677286453098431
"2",1,3,0.042,100,0.687910776016024
"2",1,4,0.042,100,0.725336784108037
"2",1,5,0.042,100,0.699615099797771
"2",1,6,0.042,100,0.69810359347732
"2",1,7,0.042,100,0.682007126597172
"2",1,8,0.042,100,0.688692130183692
"2",1,9,0.042,100,0.700823962238419
"2",1,10,0.042,100,0.707665427000536
"2",2,1,0.042,100,0.692414078879083
"2",2,2,0.042,100,0.712564831696217
"2",2,3,0.042,100,0.709291519242774
"2",2,4,0.042,100,0.715117128415891
"2",2,5,0.042,100,0.704785361248773
"2",2,6,0.042,100,0.711233388967146
"2",2,7,0.042,100,0.713699080048259
"2",2,8,0.042,100,0.707867189587071
"2",2,9,0.042,100,0.696340074265763
"2",2,10,0.042,100,0.719033226015306
"2",3,1,0.042,100,0.703481708460866
"2",3,2,0.042,100,0.700557483350542
"2",3,3,0.042,100,0.713168787061384
"2",3,4,0.042,100,0.688689465394814
"2",3,5,0.042,100,0.719475390627119
"2",3,6,0.042,100,0.708476664872058
"2",3,7,0.042,100,0.713032882828567
"2",3,8,0.042,100,0.725961486758045
"2",3,9,0.042,100,0.707070988738507
"2",3,10,0.042,100,0.707970735669217
"2",4,1,0.042,100,0.700609066049552
"2",4,2,0.042,100,0.695506756714959
"2",4,3,0.042,100,0.701025724824954
"2",4,4,0.042,100,0.679180356622985
"2",4,5,0.042,100,0.700019386339093
"2",4,6,0.042,100,0.702292451252684
"2",4,7,0.042,100,0.688305355112145
"2",4,8,0.042,100,0.688873526169512
"2",4,9,0.042,100,0.697722719009719
"2",4,10,0.042,100,0.714344149298984
"2",5,1,0.042,100,0.693012704666493
"2",5,2,0.042,100,0.695982992556007
"2",5,3,0.042,100,0.715327075711125
"2",5,4,0.042,100,0.711427537871171
"2",5,5,0.042,100,0.697182718577642
"2",5,6,0.042,100,0.718303644888711
"2",5,7,0.042,100,0.686567532079062
"2",5,8,0.042,100,0.684408862745195
"2",5,9,0.042,100,0.695361906405191
"2",5,10,0.042,100,0.697914774151053
"20",1,1,0.042,3040,0.994751317619137
"20",1,2,0.042,3040,0.995079467335351
"20",1,3,0.042,3040,0.995493461321874
"20",1,4,0.042,3040,0.99517768383974
"20",1,5,0.042,3040,0.995058910392572
"20",1,6,0.042,3040,0.99476597395797
"20",1,7,0.042,3040,0.995307497126549
"20",1,8,0.042,3040,0.995108780013018
"20",1,9,0.042,3040,0.995036640371228
"20",1,10,0.042,3040,0.995055674577505
"20",2,1,0.042,3040,0.996418523746933
"20",2,2,0.042,3040,0.996184593351789
"20",2,3,0.042,3040,0.996372080283617
"20",2,4,0.042,3040,0.996325065794113
"20",2,5,0.042,3040,0.996165559145513
"20",2,6,0.042,3040,0.995966271005793
"20",2,7,0.042,3040,0.996571749107462
"20",2,8,0.042,3040,0.996357423944784
"20",2,9,0.042,3040,0.996046214672156
"20",2,10,0.042,3040,0.996328111267118
"20",3,1,0.042,3040,0.996061251695115
"20",3,2,0.042,3040,0.995560461727969
"20",3,3,0.042,3040,0.995693510829845
"20",3,4,0.042,3040,0.99586843518553
"20",3,5,0.042,3040,0.995713306404373
