"model_number","subset","iteration","eta","nround","correlation"
"11",3,6,0.1605,1080,0.998103051002441
"11",3,7,0.1605,1080,0.997559624413235
"11",3,8,0.1605,1080,0.997839998271694
"11",3,9,0.1605,1080,0.997928888015007
"11",3,10,0.1605,1080,0.997648704498611
"11",4,1,0.1605,1080,0.997267259004821
"11",4,2,0.1605,1080,0.997205017150296
"11",4,3,0.1605,1080,0.997640519789912
"11",4,4,0.1605,1080,0.997571235279064
"11",4,5,0.1605,1080,0.997693434883362
"11",4,6,0.1605,1080,0.99743285659943
"11",4,7,0.1605,1080,0.997275253371458
"11",4,8,0.1605,1080,0.997738926636364
"11",4,9,0.1605,1080,0.997844756823263
"11",4,10,0.1605,1080,0.997513180949919
"11",5,1,0.1605,1080,0.997621104899509
"11",5,2,0.1605,1080,0.997633667475652
"11",5,3,0.1605,1080,0.997486533061131
"11",5,4,0.1605,1080,0.997612158822559
"11",5,5,0.1605,1080,0.998192702114006
"11",5,6,0.1605,1080,0.997645087999418
"11",5,7,0.1605,1080,0.998035860254284
"11",5,8,0.1605,1080,0.997729790217351
"11",5,9,0.1605,1080,0.998053181381996
"11",5,10,0.1605,1080,0.997879399078687
"12",1,1,0.2,1080,0.999047909002028
"12",1,2,0.2,1080,0.999143651059601
"12",1,3,0.2,1080,0.999107105383549
"12",1,4,0.2,1080,0.999168205185698
"12",1,5,0.2,1080,0.999112434961307
"12",1,6,0.2,1080,0.999061994314673
"12",1,7,0.2,1080,0.999167063133321
"12",1,8,0.2,1080,0.999294211631251
"12",1,9,0.2,1080,0.999334754490621
"12",1,10,0.2,1080,0.999241106195739
"12",2,1,0.2,1080,0.998959019258715
"12",2,2,0.2,1080,0.998977101754678
"12",2,3,0.2,1080,0.99919923094193
"12",2,4,0.2,1080,0.999017834956111
"12",2,5,0.2,1080,0.998886308590737
"12",2,6,0.2,1080,0.998907246217642
"12",2,7,0.2,1080,0.99908654844077
"12",2,8,0.2,1080,0.999085406388393
"12",2,9,0.2,1080,0.99867141240187
"12",2,10,0.2,1080,0.998964919862661
"12",3,1,0.2,1080,0.999155642609555
"12",3,2,0.2,1080,0.999117574197002
"12",3,3,0.2,1080,0.999224356094215
"12",3,4,0.2,1080,0.998932942396115
"12",3,5,0.2,1080,0.999117193512876
"12",3,6,0.2,1080,0.999233682855291
"12",3,7,0.2,1080,0.999120810012069
"12",3,8,0.2,1080,0.999089593913774
"12",3,9,0.2,1080,0.999103298542294
"12",3,10,0.2,1080,0.998937320263559
"12",4,1,0.2,1080,0.998958828916652
"12",4,2,0.2,1080,0.999131659509646
"12",4,3,0.2,1080,0.998953499338894
"12",4,4,0.2,1080,0.999034775399697
"12",4,5,0.2,1080,0.99907969612651
"12",4,6,0.2,1080,0.998708909788236
"12",4,7,0.2,1080,0.999090735966151
"12",4,8,0.2,1080,0.99896073233728
"12",4,9,0.2,1080,0.999140034560408
"12",4,10,0.2,1080,0.998995374592704
"12",5,1,0.2,1080,0.999163636976192
"12",5,2,0.2,1080,0.999110150856554
"12",5,3,0.2,1080,0.999020119060864
"12",5,4,0.2,1080,0.999051144817095
"12",5,5,0.2,1080,0.999170489290451
"12",5,6,0.2,1080,0.999052286869472
"12",5,7,0.2,1080,0.999238060722734
"12",5,8,0.2,1080,0.99912918506283
"12",5,9,0.2,1080,0.999152597136551
"12",5,10,0.2,1080,0.999128994720768
"13",1,1,0.0025,2060,0.729830950552082
"13",1,2,0.0025,2060,0.7239059828222
"13",1,3,0.0025,2060,0.723887138957986
"13",1,4,0.0025,2060,0.730151867269911
"13",1,5,0.0025,2060,0.729844464838539
"13",1,6,0.0025,2060,0.729413911092555
"13",1,7,0.0025,2060,0.724267632741462
"13",1,8,0.0025,2060,0.72538513099198
"13",1,9,0.0025,2060,0.727711682025209
"13",1,10,0.0025,2060,0.734662783815481
"13",2,1,0.0025,2060,0.725576805449189
"13",2,2,0.0025,2060,0.729926121583467
"13",2,3,0.0025,2060,0.730891726867896
"13",2,4,0.0025,2060,0.728257202377106
"13",2,5,0.0025,2060,0.727320148402093
"13",2,6,0.0025,2060,0.730360101486581
"13",2,7,0.0025,2060,0.72749526309984
"13",2,8,0.0025,2060,0.729096420531856
"13",2,9,0.0025,2060,0.728850688928821
"13",2,10,0.0025,2060,0.731884360725238
"13",3,1,0.0025,2060,0.724078242389006
"13",3,2,0.0025,2060,0.714481005242116
"13",3,3,0.0025,2060,0.729179028987098
"13",3,4,0.0025,2060,0.72276773728684
"13",3,5,0.0025,2060,0.725547683113585
"13",3,6,0.0025,2060,0.722712538088636
"13",3,7,0.0025,2060,0.723089605714982
"13",3,8,0.0025,2060,0.721899206454423
"13",3,9,0.0025,2060,0.71900943325746
"13",3,10,0.0025,2060,0.727160070727304
"13",4,1,0.0025,2060,0.734962762906405
"13",4,2,0.0025,2060,0.738918070970751
"13",4,3,0.0025,2060,0.726970680374848
"13",4,4,0.0025,2060,0.729346720344397
"13",4,5,0.0025,2060,0.735080965327385
"13",4,6,0.0025,2060,0.731369866129572
"13",4,7,0.0025,2060,0.72873039274515
"13",4,8,0.0025,2060,0.72985759844087
"13",4,9,0.0025,2060,0.735816637399988
"13",4,10,0.0025,2060,0.729123258762706
"13",5,1,0.0025,2060,0.730999460475423
"13",5,2,0.0025,2060,0.736056087714952
"13",5,3,0.0025,2060,0.735955396763747
"13",5,4,0.0025,2060,0.73630886197431
"13",5,5,0.0025,2060,0.736796518339125
"13",5,6,0.0025,2060,0.73029957271062
"13",5,7,0.0025,2060,0.731109668529766
"13",5,8,0.0025,2060,0.734431518209216
"13",5,9,0.0025,2060,0.732426264577942
"13",5,10,0.0025,2060,0.730177753790448
"14",1,1,0.042,2060,0.986883909138694
"14",1,2,0.042,2060,0.986267581539447
"14",1,3,0.042,2060,0.98695243228129
"14",1,4,0.042,2060,0.986334391603479
"14",1,5,0.042,2060,0.986550049160596
"14",1,6,0.042,2060,0.987301138940284
"14",1,7,0.042,2060,0.986939489021022
"14",1,8,0.042,2060,0.987726743792636
"14",1,9,0.042,2060,0.986530634270194
"14",1,10,0.042,2060,0.986348857600249
"14",2,1,0.042,2060,0.983469933900864
"14",2,2,0.042,2060,0.983047945547704
"14",2,3,0.042,2060,0.984099014418316
"14",2,4,0.042,2060,0.983080303698375
"14",2,5,0.042,2060,0.983625062682021
"14",2,6,0.042,2060,0.983024723816046
"14",2,7,0.042,2060,0.983808362088467
"14",2,8,0.042,2060,0.984323998736509
"14",2,9,0.042,2060,0.982261261802279
"14",2,10,0.042,2060,0.983543976963281
"14",3,1,0.042,2060,0.986129393201876
"14",3,2,0.042,2060,0.985489463186846
"14",3,3,0.042,2060,0.985301024544704
"14",3,4,0.042,2060,0.98590421854162
"14",3,5,0.042,2060,0.986201723185728
"14",3,6,0.042,2060,0.985606333213386
"14",3,7,0.042,2060,0.985573023352401
"14",3,8,0.042,2060,0.985166452706326
"14",3,9,0.042,2060,0.985675237040109
"14",3,10,0.042,2060,0.984840396752802
"14",4,1,0.042,2060,0.98407179550334
"14",4,2,0.042,2060,0.984616744829049
"14",4,3,0.042,2060,0.983873459073934
"14",4,4,0.042,2060,0.984255856278038
"14",4,5,0.042,2060,0.984814890916391
"14",4,6,0.042,2060,0.983729179790355
"14",4,7,0.042,2060,0.985040446260773
"14",4,8,0.042,2060,0.985283703416992
"14",4,9,0.042,2060,0.983649616808118
"14",4,10,0.042,2060,0.985097739221667
"14",5,1,0.042,2060,0.985367263582548
"14",5,2,0.042,2060,0.984694023706533
"14",5,3,0.042,2060,0.985611472449081
"14",5,4,0.042,2060,0.985569977879397
"14",5,5,0.042,2060,0.984158020457775
"14",5,6,0.042,2060,0.985080037409829
"14",5,7,0.042,2060,0.984848581461501
"14",5,8,0.042,2060,0.984296779821533
"14",5,9,0.042,2060,0.985665529594907
"14",5,10,0.042,2060,0.984570301365733
"15",1,1,0.0815,2060,0.997856558031155
"15",1,2,0.0815,2060,0.997847231270079
"15",1,3,0.0815,2060,0.997951919404602
"15",1,4,0.0815,2060,0.998120562472216
"15",1,5,0.0815,2060,0.99781220833053
"15",1,6,0.0815,2060,0.998280830489068
"15",1,7,0.0815,2060,0.998127605128538
"15",1,8,0.0815,2060,0.998034527859844
"15",1,9,0.0815,2060,0.998068979773206
"15",1,10,0.0815,2060,0.998045377357422
"15",2,1,0.0815,2060,0.997324742307778
"15",2,2,0.0815,2060,0.997342634461678
"15",2,3,0.0815,2060,0.99725069924536
"15",2,4,0.0815,2060,0.997173230025813
"15",2,5,0.0815,2060,0.997450177727143
"15",2,6,0.0815,2060,0.997369472692528
"15",2,7,0.0815,2060,0.997279060212713
"15",2,8,0.0815,2060,0.997558672702921
"15",2,9,0.0815,2060,0.997415535471718
"15",2,10,0.0815,2060,0.997453794226335
"15",3,1,0.0815,2060,0.997792032071876
"15",3,2,0.0815,2060,0.998053562066121
"15",3,3,0.0815,2060,0.997952680772853
"15",3,4,0.0815,2060,0.997793935492504
"15",3,5,0.0815,2060,0.997864362055728
"15",3,6,0.0815,2060,0.997993604316349
"15",3,7,0.0815,2060,0.997894245759583
"15",3,8,0.0815,2060,0.997735119795108
"15",3,9,0.0815,2060,0.997918990227743
"15",3,10,0.0815,2060,0.997707710538069
"15",4,1,0.0815,2060,0.997543064653774
"15",4,2,0.0815,2060,0.997309514942756
"15",4,3,0.0815,2060,0.997527266262564
"15",4,4,0.0815,2060,0.997707710538069
"15",4,5,0.0815,2060,0.997433427625619
"15",4,6,0.0815,2060,0.997439518571627
"15",4,7,0.0815,2060,0.997486342719069
"15",4,8,0.0815,2060,0.997735119795108
"15",4,9,0.0815,2060,0.997475302879428
"15",4,10,0.0815,2060,0.997639948763724
"15",5,1,0.0815,2060,0.997712849773764
"15",5,2,0.0815,2060,0.998011496470249
"15",5,3,0.0815,2060,0.997640900474037
"15",5,4,0.0815,2060,0.997824199880484
"15",5,5,0.0815,2060,0.997921083990434
"15",5,6,0.0815,2060,0.997812589014655
"15",5,7,0.0815,2060,0.997906808335726
"15",5,8,0.0815,2060,0.997730361243539
"15",5,9,0.0815,2060,0.997802120201203
"15",5,10,0.0815,2060,0.997742923819682
"16",1,1,0.121,2060,0.999558406414375
"16",1,2,0.121,2060,0.99960408850944
"16",1,3,0.121,2060,0.999649389920379
"16",1,4,0.121,2060,0.999670327547283
"16",1,5,0.121,2060,0.999627881267286
"16",1,6,0.121,2060,0.999616651085583
"16",1,7,0.121,2060,0.999625597162533
"16",1,8,0.121,2060,0.999597045853117
"16",1,9,0.121,2060,0.999656622918764
"16",1,10,0.121,2060,0.999555931967559
"16",2,1,0.121,2060,0.9995051106368
"16",2,2,0.121,2060,0.999514247055813
"16",2,3,0.121,2060,0.999468184276623
"16",2,4,0.121,2060,0.999555170599308
"16",2,5,0.121,2060,0.999544701785856
"16",2,6,0.121,2060,0.999461522304426
"16",2,7,0.121,2060,0.999539372208098
"16",2,8,0.121,2060,0.99952090902801
"16",2,9,0.121,2060,0.999481317878954
"16",2,10,0.121,2060,0.999557454704061
"16",3,1,0.121,2060,0.999515008424064
"16",3,2,0.121,2060,0.999620267584775
"16",3,3,0.121,2060,0.999594761748364
"16",3,4,0.121,2060,0.999555360941371
"16",3,5,0.121,2060,0.999581818488096
"16",3,6,0.121,2060,0.999627119899035
"16",3,7,0.121,2060,0.999593239011862
"16",3,8,0.121,2060,0.999564878044509
"16",3,9,0.121,2060,0.999592477643611
"16",3,10,0.121,2060,0.999544511443793
"16",4,1,0.121,2060,0.99950377824236
"16",4,2,0.121,2060,0.999471229749627
"16",4,3,0.121,2060,0.999484363351958
"16",4,4,0.121,2060,0.999498067980477
"16",4,5,0.121,2060,0.999623884083968
"16",4,6,0.121,2060,0.99955117341599
"16",4,7,0.121,2060,0.99957382412146
"16",4,8,0.121,2060,0.999562022913568
"16",4,9,0.121,2060,0.999483411641644
"16",4,10,0.121,2060,0.999495403191599
"16",5,1,0.121,2060,0.999528713052583
"16",5,2,0.121,2060,0.999618364164148
"16",5,3,0.121,2060,0.999541846654914
"16",5,4,0.121,2060,0.99957801164684
"16",5,5,0.121,2060,0.999589622512669
"16",5,6,0.121,2060,0.999531377841462
"16",5,7,0.121,2060,0.999659668391768
"16",5,8,0.121,2060,0.999605801588005
"16",5,9,0.121,2060,0.999613415270516
"16",5,10,0.121,2060,0.999550221705676
"17",1,1,0.1605,2060,0.999835163773642
"17",1,2,0.1605,2060,0.999917391544758
"17",1,3,0.1605,2060,0.99989207605041
"17",1,4,0.1605,2060,0.999894360155163
"17",1,5,0.1605,2060,0.999896453917854
"17",1,6,0.1605,2060,0.999880845868706
"17",1,7,0.1605,2060,0.999913965387628
"17",1,8,0.1605,2060,0.999891124340096
"17",1,9,0.1605,2060,0.999910539230498
"17",1,10,0.1605,2060,0.999892266392473
"17",2,1,0.1605,2060,0.999902354521799
"17",2,2,0.1605,2060,0.999907493757494
"17",2,3,0.1605,2060,0.999886365788527
"17",2,4,0.1605,2060,0.999879894158393
"17",2,5,0.1605,2060,0.99987837142189
"17",2,6,0.1605,2060,0.999903686916239
"17",2,7,0.1605,2060,0.999889601603594
"17",2,8,0.1605,2060,0.999871519107631
"17",2,9,0.1605,2060,0.999885414078213
"17",2,10,0.1605,2060,0.999896834601979
"17",3,1,0.1605,2060,0.999888459551217
"17",3,2,0.1605,2060,0.999907493757494
"17",3,3,0.1605,2060,0.999886746472652
"17",3,4,0.1605,2060,0.999874754922698
"17",3,5,0.1605,2060,0.999894931181351
"17",3,6,0.1605,2060,0.999918723939198
"17",3,7,0.1605,2060,0.999857243452923
"17",3,8,0.1605,2060,0.999885794762339
"17",3,9,0.1605,2060,0.999892266392473
"17",3,10,0.1605,2060,0.99986390542512
"17",4,1,0.1605,2060,0.999894550497226
"17",4,2,0.1605,2060,0.999847345665659
"17",4,3,0.1605,2060,0.999884843052025
"17",4,4,0.1605,2060,0.99987837142189
"17",4,5,0.1605,2060,0.999897786312293
"17",4,6,0.1605,2060,0.999882368605209
"17",4,7,0.1605,2060,0.999884462367899
"17",4,8,0.1605,2060,0.999894931181351
"17",4,9,0.1605,2060,0.999896834601979
"17",4,10,0.1605,2060,0.999881226552832
"17",5,1,0.1605,2060,0.999880084500455
"17",5,2,0.1605,2060,0.999876658343326
"17",5,3,0.1605,2060,0.999884652709962
"17",5,4,0.1605,2060,0.999891124340096
"17",5,5,0.1605,2060,0.999909777862247
"17",5,6,0.1605,2060,0.999881987921083
"17",5,7,0.1605,2060,0.999916439834444
"17",5,8,0.1605,2060,0.999902925547988
"17",5,9,0.1605,2060,0.999908255125745
"17",5,10,0.1605,2060,0.999886746472652
"18",1,1,0.2,2060,0.99997525553184
"18",1,2,0.2,2060,0.999969545269957
"18",1,3,0.2,2060,0.999965928770764
"18",1,4,0.2,2060,0.999966499796953
"18",1,5,0.2,2060,0.999970496980271
"18",1,6,0.2,2060,0.999971258348522
"18",1,7,0.2,2060,0.999971068006459
"18",1,8,0.2,2060,0.99997525553184
"18",1,9,0.2,2060,0.999976016900091
"18",1,10,0.2,2060,0.999970116296145
"18",2,1,0.2,2060,0.999965548086639
"18",2,2,0.2,2060,0.999963454323948
"18",2,3,0.2,2060,0.999969925954083
"18",2,4,0.2,2060,0.999969164585831
"18",2,5,0.2,2060,0.999968783901706
"18",2,6,0.2,2060,0.999963454323948
"18",2,7,0.2,2060,0.99996840321758
"18",2,8,0.2,2060,0.99996840321758
"18",2,9,0.2,2060,0.999952033800182
"18",2,10,0.2,2060,0.99996840321758
"18",3,1,0.2,2060,0.999970687322334
"18",3,2,0.2,2060,0.999969925954083
"18",3,3,0.2,2060,0.999972971427087
"18",3,4,0.2,2060,0.999958695772379
"18",3,5,0.2,2060,0.999965548086639
"18",3,6,0.2,2060,0.999969164585831
"18",3,7,0.2,2060,0.999966880481078
"18",3,8,0.2,2060,0.999974113479463
"18",3,9,0.2,2060,0.999962312271572
"18",3,10,0.2,2060,0.999962692955697
"18",4,1,0.2,2060,0.999970687322334
"18",4,2,0.2,2060,0.999970687322334
"18",4,3,0.2,2060,0.999963835008074
"18",4,4,0.2,2060,0.999971448690585
"18",4,5,0.2,2060,0.999962692955697
"18",4,6,0.2,2060,0.999962121929509
"18",4,7,0.2,2060,0.999967070823141
"18",4,8,0.2,2060,0.999959266798567
"18",4,9,0.2,2060,0.999972210058836
"18",4,10,0.2,2060,0.999965167402513
"18",5,1,0.2,2060,0.999964025350137
"18",5,2,0.2,2060,0.999964977060451
"18",5,3,0.2,2060,0.999965167402513
"18",5,4,0.2,2060,0.999968212875518
"18",5,5,0.2,2060,0.999967451507267
"18",5,6,0.2,2060,0.999958505430316
"18",5,7,0.2,2060,0.999974494163589
"18",5,8,0.2,2060,0.999966690139015
"18",5,9,0.2,2060,0.999956792351751
"18",5,10,0.2,2060,0.999961741245383
"19",1,1,0.0025,3040,0.775186989663189
"19",1,2,0.0025,3040,0.769646893584226
"19",1,3,0.0025,3040,0.771687741181238
"19",1,4,0.0025,3040,0.774555815383046
"19",1,5,0.0025,3040,0.77501111359719
"19",1,6,0.0025,3040,0.772216892115737
"19",1,7,0.0025,3040,0.771599612806176
"19",1,8,0.0025,3040,0.771248051016241
"19",1,9,0.0025,3040,0.774725029476848
"19",1,10,0.0025,3040,0.775045184826426
"19",2,1,0.0025,3040,0.766111480110349
"19",2,2,0.0025,3040,0.770228388585986
"19",2,3,0.0025,3040,0.773099698602861
"19",2,4,0.0025,3040,0.767729958670076
"19",2,5,0.0025,3040,0.767658961080663
"19",2,6,0.0025,3040,0.769639850927903
"19",2,7,0.0025,3040,0.766793285379189
"19",2,8,0.0025,3040,0.768480287081513
"19",2,9,0.0025,3040,0.768595824713614
"19",2,10,0.0025,3040,0.770216016351906
"19",3,1,0.0025,3040,0.765589562174235
"19",3,2,0.0025,3040,0.757509731951742
"19",3,3,0.0025,3040,0.768961281474131
"19",3,4,0.0025,3040,0.761046668162121
"19",3,5,0.0025,3040,0.768411954280979
"19",3,6,0.0025,3040,0.763763801108152
"19",3,7,0.0025,3040,0.763638936714976
"19",3,8,0.0025,3040,0.763863921033169
"19",3,9,0.0025,3040,0.764140868734498
"19",3,10,0.0025,3040,0.768405292308782
"19",4,1,0.0025,3040,0.776067131361434
"19",4,2,0.0025,3040,0.777355556784319
"19",4,3,0.0025,3040,0.770710715373043
"19",4,4,0.0025,3040,0.771565351234877
"19",4,5,0.0025,3040,0.774015243924781
"19",4,6,0.0025,3040,0.771553550026986
"19",4,7,0.0025,3040,0.770740408734835
"19",4,8,0.0025,3040,0.772110681244711
"19",4,9,0.0025,3040,0.772722059950326
"19",4,10,0.0025,3040,0.774594454821788
"19",5,1,0.0025,3040,0.773225514706351
"19",5,2,0.0025,3040,0.776345982483391
"19",5,3,0.0025,3040,0.77831716488543
"19",5,4,0.0025,3040,0.780228389537696
"19",5,5,0.0025,3040,0.779703806812704
"19",5,6,0.0025,3040,0.776353786507965
"19",5,7,0.0025,3040,0.77368252599906
"19",5,8,0.0025,3040,0.778894472361809
"19",5,9,0.0025,3040,0.778496847792684
"19",5,10,0.0025,3040,0.774133827029886
"2",1,1,0.042,100,0.662388189503416
"2",1,2,0.042,100,0.646494056235991
"2",1,3,0.042,100,0.663050579881853
"2",1,4,0.042,100,0.688297360745509
"2",1,5,0.042,100,0.657853860884126
"2",1,6,0.042,100,0.656719231847958
"2",1,7,0.042,100,0.654632321471755
"2",1,8,0.042,100,0.669657543222638
"2",1,9,0.042,100,0.675017575710221
"2",1,10,0.042,100,0.68022057599602
"2",2,1,0.042,100,0.680827576834191
"2",2,2,0.042,100,0.675857745575285
"2",2,3,0.042,100,0.684810103813513
"2",2,4,0.042,100,0.687098205750062
"2",2,5,0.042,100,0.673956228368219
"2",2,6,0.042,100,0.683842595108456
"2",2,7,0.042,100,0.697208795440242
"2",2,8,0.042,100,0.687333849223771
"2",2,9,0.042,100,0.660781892835706
"2",2,10,0.042,100,0.673460196952643
"2",3,1,0.042,100,0.67343183598529
"2",3,2,0.042,100,0.684446169789498
"2",3,3,0.042,100,0.674015995775929
"2",3,4,0.042,100,0.679907082618639
"2",3,5,0.042,100,0.667008362393015
"2",3,6,0.042,100,0.670535591158192
"2",3,7,0.042,100,0.683904456278856
"2",3,8,0.042,100,0.672503537745164
"2",3,9,0.042,100,0.676063886029264
"2",3,10,0.042,100,0.66381194813293
"2",4,1,0.042,100,0.692700543683551
"2",4,2,0.042,100,0.677283217283364
"2",4,3,0.042,100,0.680027378802309
"2",4,4,0.042,100,0.668170971712409
"2",4,5,0.042,100,0.671445616560292
"2",4,6,0.042,100,0.678214180312368
"2",4,7,0.042,100,0.696924995424653
"2",4,8,0.042,100,0.685715370664043
"2",4,9,0.042,100,0.676724944013262
"2",4,10,0.042,100,0.687070415808898
"2",5,1,0.042,100,0.672019688221605
"2",5,2,0.042,100,0.670915133231354
"2",5,3,0.042,100,0.705797790680643
"2",5,4,0.042,100,0.673045060913743
"2",5,5,0.042,100,0.682498589803243
"2",5,6,0.042,100,0.679790593276224
"2",5,7,0.042,100,0.700292907883293
"2",5,8,0.042,100,0.664360513957831
"2",5,9,0.042,100,0.678265953353442
"2",5,10,0.042,100,0.679895662094872
"20",1,1,0.042,3040,0.995498029531381
"20",1,2,0.042,3040,0.995008469745938
"20",1,3,0.042,3040,0.995442830333178
"20",1,4,0.042,3040,0.99528903394646
"20",1,5,0.042,3040,0.995228124486374
"20",1,6,0.042,3040,0.995485847639364
"20",1,7,0.042,3040,0.995351846827174
"20",1,8,0.042,3040,0.995677331754509
"20",1,9,0.042,3040,0.995239164326014
"20",1,10,0.042,3040,0.995191578810322
"20",2,1,0.042,3040,0.993890019785106
"20",2,2,0.042,3040,0.99395835258564
"20",2,3,0.042,3040,0.994041722409133
"20",2,4,0.042,3040,0.993739649555518
"20",2,5,0.042,3040,0.993759445130046
"20",2,6,0.042,3040,0.993801510725918
"20",2,7,0.042,3040,0.994238536102036
"20",2,8,0.042,3040,0.994163922013431
"20",2,9,0.042,3040,0.993464985958942
"20",2,10,0.042,3040,0.993860516765376
"20",3,1,0.042,3040,0.995143041584316
"20",3,2,0.042,3040,0.995068617837773
"20",3,3,0.042,3040,0.994641680590982
"20",3,4,0.042,3040,0.995078896309163
"20",3,5,0.042,3040,0.995398861316678
